timestamp,open,high,low,close,volume
2019-12-31 19:15:00,100.8149,100.8149,100.8149,100.8149,165
2019-12-31 18:55:00,100.8149,100.8149,100.8149,100.8149,156
2019-12-31 18:50:00,100.8149,100.8149,100.8149,100.8149,209
2019-12-31 16:55:00,100.8299,100.8299,100.8299,100.8299,209
2019-12-31 16:45:00,100.7773,100.7773,100.7773,100.7773,2102
2019-12-31 16:30:00,100.9803,100.9803,100.9728,100.9803,633
2019-12-31 16:25:00,100.9803,100.9803,100.8074,100.8074,3891
2019-12-31 16:15:00,100.7848,100.7998,100.7848,100.7998,2301
2019-12-31 16:10:00,100.7773,100.7773,100.7773,100.7773,5099
2019-12-31 16:00:00,100.7773,100.7773,100.7773,100.7773,684305
2019-12-31 15:55:00,100.7021,100.8374,100.6645,100.7622,325206
2019-12-31 15:50:00,100.6119,100.7247,100.5743,100.7021,131782
2019-12-31 15:45:00,100.5968,100.6269,100.5517,100.6079,58850
2019-12-31 15:40:00,100.6006,100.6344,100.5893,100.6044,50332
2019-12-31 15:35:00,100.5292,100.6307,100.5292,100.6044,112205
2019-12-31 15:30:00,100.4540,100.5292,100.4465,100.5292,35198
2019-12-31 15:25:00,100.3572,100.4577,100.3563,100.4577,43265
2019-12-31 15:20:00,100.3111,100.3638,100.3111,100.3563,25861
2019-12-31 15:15:00,100.2961,100.3341,100.2435,100.3074,19076
2019-12-31 15:10:00,100.2773,100.3224,100.2548,100.2923,23911
2019-12-31 15:05:00,100.2735,100.2886,100.2397,100.2735,18128
2019-12-31 15:00:00,100.2209,100.2811,100.2209,100.2735,26155
2019-12-31 14:55:00,100.1984,100.2258,100.1758,100.2254,13762
2019-12-31 14:50:00,100.1871,100.2360,100.1758,100.1984,23089
2019-12-31 14:45:00,100.1382,100.1984,100.1382,100.1871,37495
2019-12-31 14:40:00,100.0555,100.1382,100.0518,100.1382,30623
2019-12-31 14:35:00,100.0330,100.0518,100.0179,100.0518,12515
2019-12-31 14:30:00,99.9315,100.0405,99.9278,100.0330,19875
2019-12-31 14:25:00,100.0029,100.0222,99.9277,99.9352,38697
2019-12-31 14:20:00,100.0226,100.0367,100.0029,100.0072,22960
2019-12-31 14:15:00,100.0555,100.0559,100.0104,100.0254,19356
2019-12-31 14:10:00,100.0969,100.1232,100.0405,100.0555,15457
2019-12-31 14:05:00,100.0931,100.1081,100.0781,100.0931,16034
