timestamp,open,high,low,close,volume
2018-05-31 19:50:00,98.4917,98.4917,98.4917,98.4917,523
2018-05-31 19:45:00,98.4917,98.4917,98.4917,98.4917,104
2018-05-31 18:45:00,98.3664,98.3664,98.3664,98.3664,104
2018-05-31 18:15:00,98.2967,98.2967,98.2967,98.2967,104
2018-05-31 18:10:00,98.3455,98.3455,98.3455,98.3455,836
2018-05-31 17:45:00,98.3455,98.3455,98.3455,98.3455,104
2018-05-31 17:20:00,98.3455,98.3455,98.3455,98.3455,625
2018-05-31 17:05:00,98.3664,98.3664,98.1784,98.1784,2362
2018-05-31 16:15:00,98.3733,98.3733,98.3733,98.3733,6401
2018-05-31 16:00:00,98.3733,98.3733,98.3664,98.3664,2535047
2018-05-31 15:55:00,98.2898,98.3733,98.2202,98.3664,355289
2018-05-31 15:50:00,98.3107,98.3107,98.2202,98.2898,149878
2018-05-31 15:45:00,98.2828,98.3246,98.2480,98.3107,148613
2018-05-31 15:40:00,98.4081,98.4360,98.2967,98.2967,84539
2018-05-31 15:35:00,98.3942,98.4917,98.3733,98.3872,97289
2018-05-31 15:30:00,98.4708,98.4708,98.3838,98.3998,80228
2018-05-31 15:25:00,98.4012,98.4917,98.3872,98.4745,59933
2018-05-31 15:20:00,98.4220,98.5056,98.3803,98.4081,57151
2018-05-31 15:15:00,98.4638,98.5056,98.4116,98.4151,67966
2018-05-31 15:10:00,98.5404,98.5682,98.4673,98.4723,73259
2018-05-31 15:05:00,98.4708,98.6096,98.4708,98.5453,55861
2018-05-31 15:00:00,98.4429,98.5404,98.4360,98.4638,36322
2018-05-31 14:55:00,98.3803,98.4360,98.3455,98.4360,26478
2018-05-31 14:50:00,98.3037,98.3942,98.2967,98.3803,50144
2018-05-31 14:45:00,98.3298,98.3385,98.2828,98.3037,27255
2018-05-31 14:40:00,98.2271,98.3246,98.1993,98.3246,29995
2018-05-31 14:35:00,98.2480,98.2480,98.2093,98.2341,29125
2018-05-31 14:30:00,98.2689,98.3107,98.2341,98.2480,29501
2018-05-31 14:25:00,98.3594,98.4074,98.2759,98.2759,38162
2018-05-31 14:20:00,98.3664,98.3803,98.3455,98.3524,28070
