timestamp,open,high,low,close,volume
2021-04-30 19:55:00,113.0265,113.0265,113.0265,113.0265,287
2021-04-30 19:50:00,113.0265,113.0265,113.0265,113.0265,358
2021-04-30 19:45:00,113.0584,113.0584,113.0584,113.0584,627
2021-04-30 19:40:00,113.0265,113.0265,113.0265,113.0265,523
2021-04-30 19:20:00,113.0425,113.0425,113.0425,113.0425,209
2021-04-30 19:15:00,113.0584,113.0584,113.0425,113.0425,732
2021-04-30 18:55:00,112.9469,112.9469,112.9469,112.9469,209
2021-04-30 18:50:00,113.0584,113.0584,113.0584,113.0584,104
2021-04-30 16:55:00,113.0743,113.0743,113.0743,113.0743,134
2021-04-30 16:45:00,112.9867,112.9867,112.9867,112.9867,209
2021-04-30 16:10:00,112.9708,113.2097,112.9708,113.2097,235
2021-04-30 16:05:00,112.9708,112.9947,112.9151,112.9947,7969
2021-04-30 16:00:00,112.9708,112.9708,112.3497,112.3497,1309512
2021-04-30 15:55:00,112.9788,113.0982,112.9071,112.9947,306557
2021-04-30 15:50:00,113.0106,113.0265,112.8753,112.9708,120033
2021-04-30 15:45:00,112.9549,113.0345,112.8275,113.0186,67596
2021-04-30 15:40:00,113.1062,113.1062,112.9549,112.9628,84869
2021-04-30 15:35:00,112.9469,113.1460,112.9390,113.1022,50423
2021-04-30 15:30:00,113.1301,113.2256,112.9469,112.9549,193072
2021-04-30 15:25:00,113.0664,113.1380,113.0186,113.1301,47371
2021-04-30 15:20:00,112.9708,113.0823,112.9668,113.0544,48631
2021-04-30 15:15:00,112.9230,112.9867,112.9071,112.9469,35398
2021-04-30 15:10:00,112.9151,112.9867,112.8991,112.9230,25525
2021-04-30 15:05:00,112.9310,112.9789,112.9140,112.9230,27343
2021-04-30 15:00:00,112.9469,113.0186,112.8912,112.9151,43656
2021-04-30 14:55:00,113.0664,113.0784,112.8912,112.9310,33249
2021-04-30 14:50:00,112.9230,113.0743,112.9151,113.0664,58090
2021-04-30 14:45:00,112.9071,112.9469,112.8832,112.9390,26913
2021-04-30 14:40:00,112.8514,112.9270,112.8514,112.9121,16657
2021-04-30 14:35:00,112.7956,112.8983,112.7956,112.8673,31954
2021-04-30 14:30:00,112.7877,112.7956,112.7160,112.7797,26033
2021-04-30 14:25:00,112.7319,112.7877,112.6722,112.7797,19033
2021-04-30 14:20:00,112.5966,112.7399,112.5488,112.7160,24701
2021-04-30 14:15:00,112.6153,112.6603,112.5886,112.5966,19866
2021-04-30 14:10:00,112.5009,112.6244,112.4980,112.6205,19622
2021-04-30 14:05:00,112.4851,112.5408,112.4612,112.4931,13063
2021-04-30 14:00:00,112.4851,112.5727,112.4771,112.4771,30002
2021-04-30 13:55:00,112.4851,112.5329,112.4591,112.4851,23618
2021-04-30 13:50:00,112.5444,112.5727,112.4612,112.4771,16598
2021-04-30 13:45:00,112.6921,112.6921,112.5010,112.5329,30988
2021-04-30 13:40:00,112.6764,112.7399,112.6722,112.7080,13245
2021-04-30 13:35:00,112.6443,112.7080,112.6324,112.7080,13281
2021-04-30 13:30:00,112.7200,112.7491,112.6563,112.6682,23298
2021-04-30 13:25:00,112.5568,112.7320,112.4931,112.7240,196704
2021-04-30 13:20:00,112.5809,112.5966,112.4931,112.5806,29503
2021-04-30 13:15:00,112.5727,112.6682,112.5010,112.5966,98191
2021-04-30 13:10:00,112.5408,112.5647,112.4931,112.5568,15888
2021-04-30 13:05:00,112.4134,112.5567,112.3975,112.5488,11802
2021-04-30 13:00:00,112.4254,112.4453,112.3497,112.4134,17830
2021-04-30 12:55:00,112.4692,112.4692,112.3577,112.4254,24768
2021-04-30 12:50:00,112.4692,112.5090,112.4373,112.4692,22186
2021-04-30 12:45:00,112.4532,112.4931,112.4373,112.4732,17792
2021-04-30 12:40:00,112.4964,112.5090,112.4373,112.4532,15052
2021-04-30 12:35:00,112.5727,112.5806,112.4692,112.5021,18013
2021-04-30 12:30:00,112.5488,112.5806,112.4601,112.5647,20098
2021-04-30 12:25:00,112.4532,112.5806,112.4294,112.5488,25820
2021-04-30 12:20:00,112.4182,112.5130,112.4134,112.4373,18159
2021-04-30 12:15:00,112.5169,112.5169,112.4055,112.4134,16419
2021-04-30 12:10:00,112.4851,112.5488,112.4399,112.5050,16382
