timestamp,open,high,low,close,volume
2022-03-31 19:30:00,113.6646,113.6646,113.6646,113.6646,100
2022-03-31 19:10:00,113.6646,113.6646,113.6646,113.6646,100
2022-03-31 19:05:00,113.6646,113.6646,113.6646,113.6646,100
2022-03-31 18:55:00,113.6646,113.6646,113.6646,113.6646,344
2022-03-31 18:15:00,113.4286,113.6558,113.4198,113.6558,807
2022-03-31 18:00:00,113.7345,113.7345,113.6646,113.6646,300
2022-03-31 17:50:00,113.6821,113.6821,113.6821,113.6821,133
2022-03-31 17:15:00,113.5335,113.5335,113.4373,113.4373,1178
2022-03-31 16:50:00,113.6471,113.6646,113.6471,113.6646,2518
2022-03-31 16:35:00,113.6646,113.6646,113.6646,113.6646,500
2022-03-31 16:30:00,113.6645,113.6645,113.6296,113.6296,364
2022-03-31 16:25:00,113.6384,113.6471,113.6384,113.6471,1820
2022-03-31 16:15:00,113.6646,113.7433,113.6471,113.6646,4341
2022-03-31 16:10:00,113.6646,113.6646,113.6646,113.6646,9709
2022-03-31 16:05:00,113.6646,113.6646,113.4780,113.6646,77906
2022-03-31 16:00:00,113.6777,113.6908,113.6646,113.6646,861296
2022-03-31 15:55:00,113.9531,113.9531,113.6471,113.6733,304877
2022-03-31 15:50:00,114.1017,114.1367,113.9269,113.9356,114920
2022-03-31 15:45:00,114.0318,114.1017,113.9531,114.0930,70173
2022-03-31 15:40:00,114.1279,114.1541,113.9880,114.0318,54738
2022-03-31 15:35:00,114.1804,114.2328,114.1017,114.1541,46403
2022-03-31 15:30:00,114.3508,114.3814,114.1367,114.1804,48365
2022-03-31 15:25:00,114.3727,114.4033,114.2896,114.3552,25604
2022-03-31 15:20:00,114.5038,114.5301,114.3902,114.3989,24424
2022-03-31 15:15:00,114.3989,114.4951,114.3814,114.4863,17228
2022-03-31 15:10:00,114.5301,114.5388,114.3552,114.3814,13932
2022-03-31 15:05:00,114.5650,114.5825,114.4863,114.5475,13252
2022-03-31 15:00:00,114.5126,114.6524,114.5126,114.5519,38585
2022-03-31 14:55:00,114.4951,114.5559,114.4689,114.5126,18040
2022-03-31 14:50:00,114.4776,114.5388,114.4689,114.5038,11059
2022-03-31 14:45:00,114.4776,114.5344,114.4339,114.4859,18003
2022-03-31 14:40:00,114.4762,114.5126,114.4120,114.4814,11878
2022-03-31 14:35:00,114.4863,114.5038,114.3290,114.4787,24273
2022-03-31 14:30:00,114.5956,114.6437,114.4839,114.4951,22636
