timestamp,open,high,low,close,volume
2020-02-28 19:50:00,99.9192,99.9192,99.9192,99.9192,706
2020-02-28 19:45:00,100.1396,100.1396,100.1396,100.1396,104
2020-02-28 19:25:00,99.9420,99.9420,99.9420,99.9420,202
2020-02-28 19:05:00,99.9420,99.9420,99.9420,99.9420,104
2020-02-28 19:00:00,99.9344,99.9344,99.9344,99.9344,277
2020-02-28 18:20:00,99.7977,99.7977,99.7977,99.7977,230
2020-02-28 17:50:00,99.5317,99.5317,99.5317,99.5317,223
2020-02-28 17:40:00,99.8964,99.8964,99.8964,99.8964,165
2020-02-28 17:30:00,99.6837,99.6837,99.6837,99.6837,460
2020-02-28 17:10:00,99.9040,99.9040,99.9040,99.9040,150
2020-02-28 16:55:00,99.9267,99.9420,99.9040,99.9040,1916
2020-02-28 16:50:00,99.9116,99.9192,99.9116,99.9116,367
2020-02-28 16:45:00,99.7217,99.7217,99.5317,99.5317,209
2020-02-28 16:40:00,98.8859,98.8859,98.8859,98.8859,3292
2020-02-28 16:35:00,98.9619,99.9116,98.9619,99.9116,474
2020-02-28 16:30:00,99.1822,99.1822,99.1822,99.1822,229
2020-02-28 16:25:00,99.0759,99.1139,99.0759,99.1139,3394
2020-02-28 16:20:00,99.0759,99.0759,99.0759,99.0759,523
2020-02-28 16:15:00,99.1139,99.1518,98.8859,98.9619,44025
2020-02-28 16:10:00,98.8859,99.1898,98.8859,99.1898,732
2020-02-28 16:05:00,98.8859,98.8860,98.8859,98.8860,72165
2020-02-28 16:00:00,98.8403,98.8859,98.8099,98.8099,1814125
2020-02-28 15:55:00,97.7235,98.8403,97.6855,98.8403,884903
2020-02-28 15:50:00,97.3664,97.7842,97.1004,97.7538,259618
2020-02-28 15:45:00,96.4470,97.3967,96.4470,97.3891,161620
2020-02-28 15:40:00,96.9409,97.0358,96.4166,96.4470,134695
2020-02-28 15:35:00,96.8421,96.9865,96.6826,96.8801,97949
2020-02-28 15:30:00,96.7661,97.2752,96.7281,96.9100,133328
2020-02-28 15:25:00,97.3512,97.4727,96.7661,96.7661,82158
2020-02-28 15:20:00,97.8146,97.8754,97.2904,97.3132,69647
2020-02-28 15:15:00,97.2752,97.9437,97.2524,97.7918,60579
2020-02-28 15:10:00,97.3525,97.4727,97.1460,97.2828,51302
2020-02-28 15:05:00,97.3302,97.4347,97.1004,97.3664,62928
2020-02-28 15:00:00,97.8450,97.9666,97.3056,97.3316,46282
2020-02-28 14:55:00,98.0198,98.0502,97.6323,97.8602,54859
2020-02-28 14:50:00,98.2021,98.4225,97.9438,98.0692,55796
2020-02-28 14:45:00,98.5288,98.6590,97.9666,98.1756,61924
2020-02-28 14:40:00,97.6057,98.6101,97.5943,98.5630,63785
2020-02-28 14:35:00,97.8374,97.9192,97.5791,97.6003,91102
2020-02-28 14:30:00,97.5183,98.3465,97.3664,97.8526,171591
2020-02-28 14:25:00,97.5639,97.6019,97.2524,97.5246,42309
2020-02-28 14:20:00,97.2296,97.8298,97.1133,97.5031,58154
2020-02-28 14:15:00,97.0245,97.3736,96.9713,97.2676,84191
2020-02-28 14:10:00,96.8269,97.2904,96.8269,97.0776,86164
